"cg00478479"	"cg00509485"	"cg00901138"	"cg01174743"	"cg01565291"	"cg01601299"	"cg02001060"	"cg02027878"	"cg02156899"	"cg02451831"	"cg02841651"	"cg03052071"	"cg03192897"	"cg03419948"	"cg03680291"	"cg03780927"	"cg03787282"	"cg04017036"	"cg04467093"	"cg04554272"	"cg04861271"	"cg05088892"	"cg05204097"	"cg05210804"	"cg05367885"	"cg05374025"	"cg05797770"	"cg06242449"	"cg06361984"	"cg06382559"	"cg06649165"	"cg07354583"	"cg08137888"	"cg08615111"	"cg08640252"	"cg09229492"	"cg09465703"	"cg09918634"	"cg10501093"	"cg10794733"	"cg11210813"	"cg11669516"	"cg12097989"	"cg12176783"	"cg12451530"	"cg13069441"	"cg13349472"	"cg13448092"	"cg13628022"	"cg13967811"	"cg14251734"	"cg14351425"	"cg14459046"	"cg14535531"	"cg14711997"	"cg14769786"	"cg14886629"	"cg15036867"	"cg15246590"	"cg15249796"	"cg15297220"	"cg15682617"	"cg15701612"	"cg15787744"	"cg16017979"	"cg16149919"	"cg16304521"	"cg16386697"	"cg16611584"	"cg17018349"	"cg17086398"	"cg17139085"	"cg17501395"	"cg17801352"	"cg18104015"	"cg18174099"	"cg18415822"	"cg18512948"	"cg19127638"	"cg19303898"	"cg19442201"	"cg19545472"	"cg19682134"	"cg20242066"	"cg20488281"	"cg20680265"	"cg20683267"	"cg20895669"	"cg20956548"	"cg20975182"	"cg20977864"	"cg20988098"	"cg21299458"	"cg21637392"	"cg22234529"	"cg22551942"	"cg22632947"	"cg22660370"	"cg22745354"	"cg22877366"	"cg22993195"	"cg23024158"	"cg23206851"	"cg23634401"	"cg23793686"	"cg23855901"	"cg23906067"	"cg23980776"	"cg24195359"	"cg24490227"	"cg24667603"	"cg24942416"	"cg24985035"	"cg25073708"	"cg25468618"	"cg25663304"	"cg25862768"	"cg25974355"	"cg26093898"	"cg26227569"	"cg26469220"	"cg26616201"	"cg26890182"	"cg26943120"	"batch"	"subject"
"GSM5319594"	"0.509414536"	"0.450871549"	"0.640032872"	"0.468747083"	"0.484161097"	"0.500451488"	"0.643444067"	"0.54133244"	"0.433315277"	"0.609107344"	"0.799963839"	"0.575617771"	"0.816663094"	"0.388589872"	"0.401647154"	"0.36758216"	"0.4377225"	"0.766725903"	"0.624582096"	"0.381811357"	"0.733501493"	"0.720624359"	"0.706994942"	"0.364794681"	"0.410799641"	"0.326636561"	"0.74539212"	"0.251691596"	"0.738470238"	"0.127137783"	"0.815696085"	"0.149262844"	"0.531977138"	"0.718334621"	"0.113194755"	"0.835398197"	"0.344000687"	"0.726912164"	"0.614905128"	"0.408990561"	"0.274716272"	"0.720880622"	"0.59674972"	"0.460010281"	"0.426165633"	"0.467258681"	"0.747846178"	"0.680461511"	"0.196006483"	"0.464816321"	"0.740823046"	"0.219018254"	"0.590774405"	"0.379868377"	"0.413646228"	"0.387956032"	"0.728222627"	"0.327417494"	"0.25867533"	"0.556857894"	"0.264885214"	"0.172175951"	"0.534597255"	"0.572135229"	"0.760026064"	"0.866051907"	"0.368955024"	"0.834744738"	"0.731193316"	"0.843742255"	"0.374661437"	"0.803859367"	"0.272030681"	"0.74623452"	"0.713597261"	"0.639749955"	"0.388508626"	"0.523456532"	"0.648052887"	"0.719486929"	"0.638859237"	"0.706719168"	"0.316701793"	"0.442744725"	"0.412088072"	"0.723228949"	"0.406935971"	"0.495462731"	"0.469366043"	"0.516635843"	"0.682788473"	"0.430132737"	"0.165520543"	"0.429676107"	"0.776772704"	"0.651959801"	"0.613371044"	"0.250139203"	"0.702320719"	"0.247079695"	"0.454343265"	"0.658666711"	"0.212884617"	"0.200334643"	"0.871859737"	"0.746096888"	"0.688706619"	"0.458301047"	"0.538266336"	"0.679988601"	"0.335282039"	"0.800794478"	"0.738740007"	"0.535210325"	"0.431564257"	"0.132031521"	"0.43766666"	"0.378420475"	"0.881054758"	"0.397462253"	"0.692187214"	"0.763913447"	"0.735577877"	"0.354058331"	"2"	"1"
"GSM5319595"	"0.307425402"	"0.628417499"	"0.529593203"	"0.603255087"	"0.552592843"	"0.434812689"	"0.777350791"	"0.420711779"	"0.179658822"	"0.789638062"	"0.740311329"	"0.728452818"	"0.665499074"	"0.398834733"	"0.578101828"	"0.274561208"	"0.637693767"	"0.83200547"	"0.47991967"	"0.536999586"	"0.785306435"	"0.661984269"	"0.87016274"	"0.250387358"	"0.548227678"	"0.595211357"	"0.727622844"	"0.333807115"	"0.9278317"	"0.099675665"	"0.834306677"	"0.08548672"	"0.337112115"	"0.721753676"	"0.101921624"	"0.680905466"	"0.244389057"	"0.812374668"	"0.573731162"	"0.567546519"	"0.335203398"	"0.636862533"	"0.575728102"	"0.447837627"	"0.449271654"	"0.375765524"	"0.607161593"	"0.355890276"	"0.287908317"	"0.290318362"	"0.588178621"	"0.123221993"	"0.366049254"	"0.526577931"	"0.361309905"	"0.289782923"	"0.796175344"	"0.492248094"	"0.113750737"	"0.40187581"	"0.392342907"	"0.208543383"	"0.653773509"	"0.667624107"	"0.867493791"	"0.788791315"	"0.24010766"	"0.801880532"	"0.596253972"	"0.889310502"	"0.177780131"	"0.724840348"	"0.180227645"	"0.52426349"	"0.641757336"	"0.841510815"	"0.322556919"	"0.257542506"	"0.809621499"	"0.592093076"	"0.75237523"	"0.829356609"	"0.108816754"	"0.526288834"	"0.322631235"	"0.82211187"	"0.308310566"	"0.660264481"	"0.532314821"	"0.525800549"	"0.575477418"	"0.547460857"	"0.101180467"	"0.391458917"	"0.690737058"	"0.836825213"	"0.455917398"	"0.334669205"	"0.637633364"	"0.458300576"	"0.403488917"	"0.452664419"	"0.277534493"	"0.282039225"	"0.803538404"	"0.921969352"	"0.514114136"	"0.461543963"	"0.727016992"	"0.701111348"	"0.402701587"	"0.829516289"	"0.860462482"	"0.406577953"	"0.138111503"	"0.147591244"	"0.237199439"	"0.410885114"	"0.897923515"	"0.506703316"	"0.647433153"	"0.652075713"	"0.781239529"	"0.579468378"	"2"	"0"
"GSM5319596"	"0.571532301"	"0.583959954"	"0.641076597"	"0.45195982"	"0.446977842"	"0.465646817"	"0.589433965"	"0.505383975"	"0.453082402"	"0.655408134"	"0.809922235"	"0.513351692"	"0.792154954"	"0.361707517"	"0.369085411"	"0.36483697"	"0.265839718"	"0.801128477"	"0.661529169"	"0.40074464"	"0.788906901"	"0.638474194"	"0.790317076"	"0.313062998"	"0.352838092"	"0.225283817"	"0.711645157"	"0.189154782"	"0.686185424"	"0.104898874"	"0.791162231"	"0.106830299"	"0.474385166"	"0.747843878"	"0.118980803"	"0.821695075"	"0.353801078"	"0.721223165"	"0.724165899"	"0.403125791"	"0.232871405"	"0.728372632"	"0.637560317"	"0.48558414"	"0.412744693"	"0.478806914"	"0.747227181"	"0.642825495"	"0.176213444"	"0.384279993"	"0.713658383"	"0.215065755"	"0.506101539"	"0.319638403"	"0.421746293"	"0.398924116"	"0.684803986"	"0.312088822"	"0.285345089"	"0.617708707"	"0.17049589"	"0.165367302"	"0.527605364"	"0.590881765"	"0.783808755"	"0.895699966"	"0.408808032"	"0.89398303"	"0.727873816"	"0.842969716"	"0.34893841"	"0.791029671"	"0.208216853"	"0.756587788"	"0.70977933"	"0.614049984"	"0.471902436"	"0.445868995"	"0.699533454"	"0.726574241"	"0.614246734"	"0.743459499"	"0.431917137"	"0.407730916"	"0.3802908"	"0.634368697"	"0.365302151"	"0.517793534"	"0.382010054"	"0.508926413"	"0.735207996"	"0.383807115"	"0.175214989"	"0.381129564"	"0.776772704"	"0.6516264"	"0.576149301"	"0.174163348"	"0.743001818"	"0.164249591"	"0.49816946"	"0.652221164"	"0.206801009"	"0.153649847"	"0.837943562"	"0.647977717"	"0.718746719"	"0.457227296"	"0.599696276"	"0.562387378"	"0.318603822"	"0.790811492"	"0.708259492"	"0.518958666"	"0.489560354"	"0.086208016"	"0.470340388"	"0.395530259"	"0.903600518"	"0.382643749"	"0.7103546"	"0.813905689"	"0.715430302"	"0.354301305"	"2"	"1"
"GSM5319597"	"0.362061958"	"0.476599335"	"0.431101248"	"0.585245441"	"0.500445485"	"0.40096774"	"0.766902088"	"0.407767611"	"0.361783395"	"0.756820185"	"0.798177887"	"0.680909542"	"0.637124495"	"0.381641799"	"0.459327536"	"0.29166032"	"0.468022488"	"0.854589635"	"0.471142387"	"0.507771841"	"0.809234019"	"0.59628753"	"0.915020705"	"0.303968617"	"0.46975632"	"0.517860361"	"0.732274599"	"0.288018423"	"0.905218806"	"0.097801764"	"0.725451737"	"0.048471688"	"0.306713512"	"0.616675255"	"0.104830042"	"0.66947151"	"0.34145456"	"0.719652836"	"0.521265016"	"0.492075466"	"0.340585432"	"0.703366921"	"0.392588481"	"0.425399522"	"0.482432719"	"0.345013027"	"0.63479387"	"0.429132815"	"0.227441675"	"0.21626973"	"0.576522571"	"0.15652325"	"0.315542779"	"0.461304458"	"0.373214204"	"0.313859401"	"0.852933456"	"0.444232436"	"0.202192235"	"0.433310205"	"0.305950779"	"0.215294938"	"0.601252867"	"0.63349717"	"0.876046222"	"0.829140345"	"0.230980871"	"0.840417437"	"0.581909945"	"0.889537009"	"0.219231788"	"0.609501334"	"0.143321863"	"0.566517278"	"0.77313541"	"0.795463753"	"0.281644565"	"0.287242441"	"0.841050758"	"0.452294698"	"0.759531906"	"0.692360137"	"0.107673895"	"0.646413082"	"0.29296374"	"0.715885043"	"0.22787684"	"0.57428438"	"0.472822055"	"0.56633838"	"0.609234646"	"0.50202836"	"0.140481461"	"0.377829361"	"0.763975295"	"0.70165993"	"0.409906102"	"0.304790832"	"0.665626888"	"0.441449011"	"0.417265306"	"0.37671413"	"0.350653636"	"0.297284757"	"0.679805204"	"0.82738925"	"0.564671977"	"0.441853191"	"0.712110121"	"0.751530846"	"0.471372714"	"0.823215604"	"0.821268088"	"0.410131351"	"0.377083931"	"0.124763728"	"0.260139154"	"0.431463181"	"0.913401919"	"0.426000126"	"0.501806367"	"0.540308908"	"0.728223828"	"0.566726726"	"2"	"0"
"GSM5319598"	"0.572290749"	"0.594335855"	"0.546210776"	"0.401862956"	"0.500478017"	"0.564535937"	"0.601928996"	"0.533112159"	"0.441144174"	"0.557883246"	"0.791984436"	"0.665933207"	"0.812812651"	"0.298485984"	"0.427368615"	"0.365797936"	"0.301306365"	"0.783422035"	"0.521186077"	"0.418128753"	"0.677946258"	"0.763975295"	"0.594739577"	"0.324960559"	"0.345905227"	"0.372287363"	"0.742948657"	"0.199741084"	"0.624436746"	"0.106657441"	"0.827998512"	"0.133616336"	"0.463405918"	"0.727172243"	"0.117086178"	"0.773232323"	"0.234889626"	"0.682967343"	"0.6065591"	"0.428533382"	"0.351226812"	"0.715291407"	"0.668369114"	"0.464006369"	"0.437778253"	"0.443783191"	"0.653971017"	"0.537033129"	"0.119849686"	"0.401841916"	"0.789418815"	"0.248698737"	"0.506237088"	"0.374136898"	"0.327505443"	"0.347743825"	"0.670389197"	"0.30262249"	"0.166512699"	"0.608123533"	"0.307737591"	"0.155055734"	"0.525683498"	"0.56852218"	"0.774445871"	"0.844142556"	"0.457665054"	"0.840306487"	"0.759649558"	"0.766341227"	"0.381224644"	"0.804907514"	"0.330160244"	"0.723465435"	"0.655067044"	"0.632740311"	"0.275550178"	"0.417207833"	"0.669880391"	"0.693489519"	"0.557052892"	"0.771226915"	"0.121550002"	"0.463643948"	"0.459184559"	"0.727492901"	"0.441048415"	"0.496163358"	"0.339114232"	"0.472541186"	"0.761588832"	"0.391354591"	"0.183262931"	"0.447968574"	"0.79290457"	"0.554866582"	"0.521318909"	"0.242608548"	"0.715462266"	"0.336445496"	"0.492561623"	"0.657538371"	"0.229912292"	"0.236034328"	"0.882406125"	"0.543108931"	"0.610403315"	"0.436690308"	"0.563510547"	"0.676851976"	"0.230963068"	"0.791302676"	"0.629256048"	"0.502901173"	"0.457900132"	"0.175083496"	"0.460450328"	"0.382611953"	"0.826042359"	"0.394812517"	"0.771682912"	"0.723802965"	"0.70498786"	"0.33817221"	"2"	"1"
"GSM5319599"	"0.597518694"	"0.546610245"	"0.67170913"	"0.435575014"	"0.489555503"	"0.509198633"	"0.643648455"	"0.526520856"	"0.438229329"	"0.588459957"	"0.800325403"	"0.633193599"	"0.828771186"	"0.323343674"	"0.43482442"	"0.362033758"	"0.373934871"	"0.79003174"	"0.620955812"	"0.394111696"	"0.732392793"	"0.708601258"	"0.646431644"	"0.339363024"	"0.398091194"	"0.303987968"	"0.740375849"	"0.212955153"	"0.686029615"	"0.109677212"	"0.785735362"	"0.150241558"	"0.475308071"	"0.726598331"	"0.111719248"	"0.82700184"	"0.28457487"	"0.728052894"	"0.636243947"	"0.441012745"	"0.317247652"	"0.721906742"	"0.63540797"	"0.472403374"	"0.397950057"	"0.454982989"	"0.695417969"	"0.608412069"	"0.180606113"	"0.448257882"	"0.756870162"	"0.27451421"	"0.592304766"	"0.374078162"	"0.387954402"	"0.371443171"	"0.702377538"	"0.376577271"	"0.21195462"	"0.612572428"	"0.285143332"	"0.184915454"	"0.51763425"	"0.555713896"	"0.779474455"	"0.859350269"	"0.453632893"	"0.849327197"	"0.759834239"	"0.812880666"	"0.447603035"	"0.797739411"	"0.338297483"	"0.729726945"	"0.648603294"	"0.618001516"	"0.373255064"	"0.459656883"	"0.663163049"	"0.715599123"	"0.596639351"	"0.753486504"	"0.223255409"	"0.45661758"	"0.440576041"	"0.697214551"	"0.436903682"	"0.4898378"	"0.406197118"	"0.475911576"	"0.720378667"	"0.415336299"	"0.170740952"	"0.440856732"	"0.786952321"	"0.583505293"	"0.605256265"	"0.274233706"	"0.718500475"	"0.285856555"	"0.472285369"	"0.689432181"	"0.21699005"	"0.268066362"	"0.846091114"	"0.662649547"	"0.656032638"	"0.448232053"	"0.623877746"	"0.655760121"	"0.333339941"	"0.791485759"	"0.684475734"	"0.537963735"	"0.461402271"	"0.162172218"	"0.444730591"	"0.373025129"	"0.86917254"	"0.424517589"	"0.74734356"	"0.75601135"	"0.713676622"	"0.372586322"	"2"	"1"
"GSM5319600"	"0.262536943"	"0.670041063"	"0.529004381"	"0.585609562"	"0.45491616"	"0.46850295"	"0.716936287"	"0.400403801"	"0.164864785"	"0.710196134"	"0.801021128"	"0.749876587"	"0.594664664"	"0.452420872"	"0.588331043"	"0.286467459"	"0.550643289"	"0.814662256"	"0.440918814"	"0.473225603"	"0.808621046"	"0.628293038"	"0.889243252"	"0.323632036"	"0.502460365"	"0.529556772"	"0.729902436"	"0.338899235"	"0.932453366"	"0.102158998"	"0.801381918"	"0.070729607"	"0.302765987"	"0.500589587"	"0.100647591"	"0.680226765"	"0.191161746"	"0.750517442"	"0.493854989"	"0.523848698"	"0.481214913"	"0.574726732"	"0.439848482"	"0.420576296"	"0.4301659"	"0.369686707"	"0.51777014"	"0.426006569"	"0.34229721"	"0.116461549"	"0.522337302"	"0.078920755"	"0.410670344"	"0.514440857"	"0.315781261"	"0.202413774"	"0.83953405"	"0.460405174"	"0.127715004"	"0.434784686"	"0.330879465"	"0.276233702"	"0.638310419"	"0.67343053"	"0.874790771"	"0.720117724"	"0.219927686"	"0.660585416"	"0.578080002"	"0.861191074"	"0.252611179"	"0.617271389"	"0.195951931"	"0.422260127"	"0.67891785"	"0.813415495"	"0.154112826"	"0.320047478"	"0.836499322"	"0.488712358"	"0.71057064"	"0.665575986"	"0.109206286"	"0.545205015"	"0.284622622"	"0.926838892"	"0.306237786"	"0.72585154"	"0.522047133"	"0.521652849"	"0.655890763"	"0.535760442"	"0.119542542"	"0.410401957"	"0.742845556"	"0.772793646"	"0.443708415"	"0.462968337"	"0.647993037"	"0.433244433"	"0.414801501"	"0.468708403"	"0.27586331"	"0.414725196"	"0.732493762"	"0.789202067"	"0.495114802"	"0.442072669"	"0.770746717"	"0.742151177"	"0.306588959"	"0.819322881"	"0.756865143"	"0.323064214"	"0.186409237"	"0.304397976"	"0.227003319"	"0.402263244"	"0.885991028"	"0.50077617"	"0.573139901"	"0.57988789"	"0.756662919"	"0.411771563"	"2"	"0"
"GSM5319601"	"0.359122909"	"0.704645818"	"0.524367336"	"0.581638313"	"0.545641612"	"0.456759387"	"0.750462514"	"0.394379609"	"0.211494672"	"0.753803971"	"0.79166521"	"0.678364935"	"0.583805644"	"0.434788405"	"0.495399797"	"0.321414099"	"0.59452564"	"0.871239703"	"0.483679695"	"0.496225318"	"0.860842385"	"0.706211358"	"0.904246222"	"0.280265335"	"0.563214075"	"0.589065605"	"0.761597172"	"0.365046087"	"0.911018809"	"0.100631716"	"0.738305379"	"0.118252101"	"0.333827181"	"0.601591284"	"0.094273651"	"0.726039729"	"0.274417886"	"0.800120521"	"0.442963478"	"0.601733353"	"0.524723856"	"0.674887"	"0.445686733"	"0.436195334"	"0.433315277"	"0.36892326"	"0.594499473"	"0.353220246"	"0.291635119"	"0.193956293"	"0.433779271"	"0.212161134"	"0.36750132"	"0.556816576"	"0.331478431"	"0.290684847"	"0.852177897"	"0.478047016"	"0.143342666"	"0.474751828"	"0.448299892"	"0.243766514"	"0.669146112"	"0.600356445"	"0.859589677"	"0.76163544"	"0.197702342"	"0.78023778"	"0.579470149"	"0.886697213"	"0.349561639"	"0.518013992"	"0.256730923"	"0.548162273"	"0.758792344"	"0.871627309"	"0.222043726"	"0.252137292"	"0.826048924"	"0.446668618"	"0.739331557"	"0.610519877"	"0.110225083"	"0.616780941"	"0.315646347"	"0.751833769"	"0.249758667"	"0.685441116"	"0.443806209"	"0.559934006"	"0.62921806"	"0.50610013"	"0.146290553"	"0.404158647"	"0.727995331"	"0.693651354"	"0.48363025"	"0.451648349"	"0.656040964"	"0.504976097"	"0.400760464"	"0.425481047"	"0.287325489"	"0.421199831"	"0.61538628"	"0.84922469"	"0.582195496"	"0.434754883"	"0.735474265"	"0.781584901"	"0.441745404"	"0.795026407"	"0.816473533"	"0.455730018"	"0.413402293"	"0.267663753"	"0.247814356"	"0.424995986"	"0.912807297"	"0.502866091"	"0.573129249"	"0.541930794"	"0.758713437"	"0.57274488"	"2"	"0"
"GSM5319602"	"0.361312898"	"0.613818997"	"0.771631797"	"0.464733302"	"0.487353305"	"0.509693034"	"0.615303824"	"0.465773282"	"0.395247004"	"0.628225502"	"0.801892233"	"0.643764293"	"0.830464591"	"0.275521048"	"0.455827271"	"0.361511781"	"0.587628443"	"0.805455482"	"0.570462023"	"0.39799982"	"0.756653579"	"0.700355676"	"0.572376008"	"0.359996898"	"0.446735184"	"0.420123728"	"0.742771168"	"0.238005697"	"0.680320656"	"0.105946044"	"0.720971252"	"0.334342984"	"0.424491231"	"0.696452779"	"0.108758957"	"0.817128231"	"0.31485632"	"0.768888954"	"0.554770403"	"0.43359002"	"0.346026854"	"0.675561594"	"0.617927212"	"0.455912726"	"0.397190338"	"0.431891603"	"0.774938784"	"0.320640512"	"0.148977607"	"0.313417198"	"0.801528379"	"0.372440346"	"0.632279531"	"0.452649435"	"0.378204459"	"0.333255053"	"0.73295465"	"0.437535403"	"0.132526887"	"0.595306325"	"0.30510237"	"0.19366637"	"0.460808565"	"0.52719182"	"0.781211588"	"0.820133384"	"0.526989529"	"0.895487477"	"0.822972507"	"0.820052701"	"0.526594631"	"0.762038296"	"0.400157141"	"0.732773453"	"0.616488556"	"0.670457138"	"0.26566775"	"0.44171421"	"0.684841992"	"0.725379333"	"0.551770179"	"0.77574052"	"0.254845396"	"0.480749298"	"0.45819372"	"0.710668584"	"0.393351331"	"0.577318081"	"0.450327033"	"0.436973452"	"0.712056565"	"0.397157718"	"0.116688544"	"0.515130862"	"0.792393681"	"0.516568033"	"0.62430211"	"0.382358171"	"0.685659061"	"0.351832153"	"0.492303785"	"0.759587577"	"0.395786977"	"0.240015905"	"0.785520475"	"0.763175551"	"0.603766699"	"0.466600607"	"0.473865371"	"0.732104557"	"0.401552436"	"0.78659256"	"0.71235991"	"0.50201145"	"0.368839397"	"0.198897296"	"0.365379951"	"0.401284129"	"0.914690365"	"0.459433692"	"0.7559482"	"0.805875206"	"0.70064398"	"0.425408249"	"2"	"1"
"GSM5319603"	"0.458632983"	"0.448751315"	"0.683911595"	"0.45755706"	"0.465197027"	"0.530754698"	"0.621597021"	"0.501047521"	"0.433696812"	"0.581848413"	"0.809922235"	"0.700415173"	"0.896441037"	"0.396606276"	"0.419929002"	"0.335435865"	"0.469429753"	"0.795806182"	"0.607373336"	"0.34941939"	"0.735632588"	"0.690737058"	"0.680158498"	"0.37785269"	"0.532158007"	"0.361235863"	"0.746594872"	"0.290199676"	"0.78730078"	"0.114113865"	"0.791621871"	"0.166043117"	"0.496761583"	"0.682017456"	"0.104392688"	"0.874603157"	"0.210689408"	"0.793271902"	"0.637706598"	"0.517387233"	"0.323455331"	"0.672083864"	"0.668129569"	"0.468109357"	"0.401777037"	"0.47348827"	"0.705196058"	"0.525835788"	"0.218431619"	"0.637139583"	"0.766971211"	"0.25605775"	"0.692767035"	"0.472325546"	"0.39489247"	"0.378305746"	"0.746966086"	"0.355392302"	"0.196639464"	"0.660248756"	"0.316290711"	"0.182921705"	"0.522297297"	"0.580768721"	"0.797965206"	"0.842338727"	"0.55337668"	"0.823792931"	"0.797117236"	"0.773241787"	"0.466154171"	"0.777982723"	"0.375101648"	"0.761797164"	"0.584513334"	"0.662639788"	"0.201146541"	"0.514714592"	"0.686169356"	"0.751574475"	"0.579170303"	"0.728532717"	"0.220212511"	"0.535228695"	"0.461520899"	"0.787031985"	"0.546086481"	"0.52308967"	"0.504601516"	"0.437765801"	"0.679875541"	"0.44316058"	"0.132438222"	"0.404158647"	"0.782298572"	"0.651177859"	"0.658646709"	"0.356982643"	"0.688430019"	"0.296563242"	"0.480376484"	"0.772514597"	"0.248646847"	"0.340041485"	"0.822987864"	"0.793236277"	"0.645027013"	"0.473161187"	"0.602732968"	"0.673579991"	"0.397385056"	"0.798445879"	"0.740781215"	"0.562800347"	"0.462783028"	"0.210659196"	"0.472758747"	"0.380202783"	"0.868963155"	"0.484969186"	"0.73538435"	"0.742326437"	"0.739451308"	"0.442809343"	"2"	"1"
"GSM5319604"	"0.663001558"	"0.472465824"	"0.660088465"	"0.492291558"	"0.468966109"	"0.561026993"	"0.68978159"	"0.555017941"	"0.44227369"	"0.530150465"	"0.811415272"	"0.567341531"	"0.818758644"	"0.267019359"	"0.37577988"	"0.396302107"	"0.344962167"	"0.795122291"	"0.606350056"	"0.379325165"	"0.70534891"	"0.604186842"	"0.6015728"	"0.381673603"	"0.356477561"	"0.335569402"	"0.702320719"	"0.309632712"	"0.6058414"	"0.105383594"	"0.762489524"	"0.21110844"	"0.431357657"	"0.679439883"	"0.112336366"	"0.751014567"	"0.322995908"	"0.682823344"	"0.67182078"	"0.4409403"	"0.318154246"	"0.74218885"	"0.589206853"	"0.449141758"	"0.40619388"	"0.452731116"	"0.741136483"	"0.478538585"	"0.164815301"	"0.472752192"	"0.79899095"	"0.409072381"	"0.787097276"	"0.302601653"	"0.395737944"	"0.352121488"	"0.686321322"	"0.406431179"	"0.182738455"	"0.651434356"	"0.209540253"	"0.145502735"	"0.530053676"	"0.507138298"	"0.792978853"	"0.863499476"	"0.589168486"	"0.880095378"	"0.730459834"	"0.796804517"	"0.49700146"	"0.694966049"	"0.363552259"	"0.774540669"	"0.646644736"	"0.656121761"	"0.401597866"	"0.422636692"	"0.742790768"	"0.745292208"	"0.612324522"	"0.799016471"	"0.173363071"	"0.469303225"	"0.41508785"	"0.656940361"	"0.588665575"	"0.425574553"	"0.393028109"	"0.465153086"	"0.719267531"	"0.415054016"	"0.141946704"	"0.505548722"	"0.78073804"	"0.613085361"	"0.62502742"	"0.225085942"	"0.722758212"	"0.206701009"	"0.455076345"	"0.654181123"	"0.253695068"	"0.262320597"	"0.695839222"	"0.788299932"	"0.673515238"	"0.466313363"	"0.530481948"	"0.640031867"	"0.395305464"	"0.788095172"	"0.670104564"	"0.528967316"	"0.512011531"	"0.1304247"	"0.427352796"	"0.372064654"	"0.870603211"	"0.448653331"	"0.695502757"	"0.770307999"	"0.735577877"	"0.289558541"	"2"	"1"
"GSM5319605"	"0.729406101"	"0.519746052"	"0.82902647"	"0.436059281"	"0.492509608"	"0.530099185"	"0.751400017"	"0.543884397"	"0.428349961"	"0.606963074"	"0.802245041"	"0.693041867"	"0.826024983"	"0.282005093"	"0.60635521"	"0.36689674"	"0.445533137"	"0.787094371"	"0.569850377"	"0.387371947"	"0.73508447"	"0.706741819"	"0.602361737"	"0.369481595"	"0.436456512"	"0.351040642"	"0.748584089"	"0.246038508"	"0.712734514"	"0.108713531"	"0.719355218"	"0.292762961"	"0.459572019"	"0.660939857"	"0.105146109"	"0.834282488"	"0.291778522"	"0.779278182"	"0.57541901"	"0.477655314"	"0.394148223"	"0.706596995"	"0.637505057"	"0.494985067"	"0.305213101"	"0.445953378"	"0.648880675"	"0.624310577"	"0.306732998"	"0.573372532"	"0.776184976"	"0.311986565"	"0.590406596"	"0.464968075"	"0.371529442"	"0.346794206"	"0.771762287"	"0.457433982"	"0.15177888"	"0.668346923"	"0.394942951"	"0.240873213"	"0.504103621"	"0.554243445"	"0.721618358"	"0.838799172"	"0.521805369"	"0.785688602"	"0.783920132"	"0.824759705"	"0.611935705"	"0.735677488"	"0.440851282"	"0.723870156"	"0.604196746"	"0.584831314"	"0.32334606"	"0.492884364"	"0.576454403"	"0.786658183"	"0.505409611"	"0.729774954"	"0.157801323"	"0.499215952"	"0.431516526"	"0.75307174"	"0.469053265"	"0.489084438"	"0.46696572"	"0.483528093"	"0.688258349"	"0.434323935"	"0.140873542"	"0.427106181"	"0.786270613"	"0.513933106"	"0.642347415"	"0.421988873"	"0.707706786"	"0.414771701"	"0.451785654"	"0.794681822"	"0.231084698"	"0.471121609"	"0.803025495"	"0.692902726"	"0.635132627"	"0.442444623"	"0.721285778"	"0.68035881"	"0.433945804"	"0.790168973"	"0.70218724"	"0.513600904"	"0.448837005"	"0.230250115"	"0.430691778"	"0.325466595"	"0.85905439"	"0.525270816"	"0.809103015"	"0.806668761"	"0.7271008"	"0.43981572"	"2"	"1"
